Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877268521,29695.403091430664,1300,2,0.7375,41909.21855163574,3250,1,0.7375,34701.8028717041,1300,2,0.7375,30917.130905151367,1300,2,0.7375,33768.35885620117,3250,1,0.7375,43417.19966125488,1300,2,0.7375,38526.086029052734,1300,2,0.7375,36877.15245056152,1300,2,0.7375,239407.4728088379,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,2.857142925262451,2.777777910232544,2.857142925262451,2.857142925262451,2.857142925262451,2.857142925262451,5.555555820465088,2.857142925262451,5.714285850524902,2.857142925262451,2.857142925262451,5.714285850524902,32899801088,8589930496,8718565376,1825325056
199,1760877268522,29695.403518676758,1300,2,0.7375,41909.22016906738,3250,1,0.7375,34701.80288696289,1300,2,0.7375,30917.130935668945,3250,1,0.7375,33768.36112976074,3250,1,0.7375,43417.19966125488,1300,2,0.7375,38526.08604431152,3250,1,0.7375,36877.15246582031,1300,2,0.7375,239407.4794769287,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,2.857142925262451,2.777777910232544,2.857142925262451,2.857142925262451,2.857142925262451,2.857142925262451,5.555555820465088,2.857142925262451,5.714285850524902,2.857142925262451,2.857142925262451,5.714285850524902,32899801088,8589930496,8719310848,1825325056
199,1760877268722,29695.412857055664,1920,2,0.25,41911.115325927734,4800,0,0.25,34701.825424194336,1920,2,0.25,30917.137115478516,4800,0,0.25,33768.377853393555,4800,0,0.25,43417.25895690918,1920,2,0.25,38526.1233215332,4800,0,0.25,36877.17401123047,1920,2,0.25,239411.19261169434,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,95.23809814453125,32899801088,8589930496,8746487808,1825325056
199,1760877268922,29695.437088012695,1980,2,0.17500000000000004,41912.693450927734,4950,0,0.17500000000000004,34701.88542175293,1980,2,0.17500000000000004,30917.1593170166,1980,2,0.17500000000000004,33768.383865356445,1980,2,0.17500000000000004,43417.41567993164,1980,2,0.17500000000000004,38526.19494628906,1980,2,0.17500000000000004,36877.233825683594,1980,2,0.1812499999999999,239415.52281188965,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,95.23809814453125,32899801088,8589930496,8771088384,1825325056
199,1760877269122,29695.476623535156,2030,2,0.050000000000000044,41914.46307373047,5075,0,0.050000000000000044,34701.92143249512,2010.0000000000002,2,0.043749999999999956,30917.171875,5025,0,0.043749999999999956,33768.39529418945,2010.0000000000002,2,0.043749999999999956,43417.445541381836,5025,0,0.043749999999999956,38526.20683288574,5025,0,0.043749999999999956,36877.245544433594,2010.0000000000002,2,0.043749999999999956,239419.25579833984,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,0,2.5,0,0,0,0,0,0,0,0,0,5,2.4390242099761963,2.4390242099761963,0,100,32899801088,8589930496,8795688960,1825325056
199,1760877269322,29695.551696777344,1980,2,0.16249999999999987,41915.82443237305,4950,0,0.16249999999999987,34702.00584411621,1980,2,0.16249999999999987,30917.196487426758,4950,0,0.16249999999999987,33768.405181884766,1980,2,0.16249999999999987,43417.67678833008,4950,0,0.16249999999999987,38526.30207824707,4950,0,0.16249999999999987,36877.2995300293,1980,2,0.16249999999999987,239424.13638305664,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,0,0,0,0,0,0,4.761904716491699,0,0,0,0,15.000000953674316,0,0,0,100,32899801088,8589930496,8812089344,1825325056
1,1760877269522,29695.5594329834,1300,2,1.0375,41916.12283325195,1300,2,1.0375,34702.034118652344,1300,2,1.0375,30917.207305908203,1300,2,1.0375,33768.41775512695,3250,1,1.0375,43417.71369934082,3250,1,1.0375,38526.343841552734,3250,1,1.0375,36877.304595947266,1300,2,1.0375,239425.55793762207,400,2151,2151,1571,400,2758,2151,400,2134,1297,4840,2176,2149,1931,4764,2143,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,26.3157901763916,32899801088,8589930496,8798588928,1825325056
