Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877023548,29642.527236938477,1300,2,0.7375,41451.733474731445,1300,2,0.7375,34620.22985839844,1300,2,0.7375,30864.478607177734,1300,2,0.7375,33708.81759643555,1300,2,0.7375,42923.22332763672,1300,2,0.7375,38450.14552307129,1300,2,0.7375,36809.717712402344,3250,1,0.7375,236222.94770812988,400,1874,1204,400,400,1385,400,4609,2153,1710,1360,2153,1517,2107,4828,1868,2.857142925262451,5.555555820465088,2.857142925262451,5.555555820465088,0,2.857142925262451,2.857142925262451,8.333333969116211,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,5.714285850524902,5.555555820465088,2.857142925262451,2.857142925262451,32899801088,8589930496,8667725824,1825325056
199,1760877023548,29642.527252197266,1300,2,0.7375,41451.733489990234,1300,2,0.7375,34620.229888916016,1300,2,0.7375,30864.4786529541,1300,2,0.7375,33708.81771850586,1300,2,0.7375,42923.22332763672,1300,2,0.74375,38450.14552307129,3250,1,0.74375,36809.72364807129,3250,1,0.74375,236222.96286010742,400,1874,1204,400,400,1385,400,4609,2153,1710,1360,2153,1517,2107,4828,1868,2.857142925262451,5.555555820465088,2.857142925262451,5.555555820465088,0,2.857142925262451,2.857142925262451,8.333333969116211,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,5.714285850524902,5.555555820465088,2.857142925262451,2.857142925262451,32899801088,8589930496,8669962240,1825325056
1,1760877023748,29642.55320739746,1333.3333333333335,2,0.7875,41451.83416748047,2400,1,0.7875,34620.2928314209,2400,1,0.7875,30864.48258972168,1333.3333333333335,2,0.7875,33708.82615661621,1333.3333333333335,2,0.7875,42924.27793884277,2400,1,0.7875,38450.213790893555,3250,1,0.86875,36809.76530456543,3250,1,0.86875,236226.15243530273,400,1874,1204,400,400,1385,400,4609,2153,1710,1360,2153,1517,2107,4828,1868,0,0,0,0,0,57.894737243652344,0,0,0,0,0,0,0,4.761904716491699,0,10,32899801088,8589930496,8706674688,1825325056
