Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760878066969,29879.95687866211,1300,2,0.7375,43408.80439758301,1300,2,0.7375,34983.518814086914,1300,2,0.7375,31105.883880615234,1300,2,0.7375,33976.84629821777,1300,2,0.7375,45109.16648864746,1300,2,0.7375,38796.04487609863,3250,1,0.7375,37116.17802429199,3250,1,0.7375,250073.8129272461,1860,2159,2146,2066,400,4349,3189,400,4047,3903,3997,3244,2095,1996,1518,2969,2.4390242099761963,11.904762268066406,7.142857551574707,2.4390242099761963,2.4390242099761963,6.976744651794434,4.761904716491699,2.4390242099761963,2.4390242099761963,2.4390242099761963,4.761904716491699,4.761904716491699,6.976744651794434,2.4390242099761963,4.761904716491699,2.3809523582458496,32899801088,8589930496,8794296320,1825267712
199,1760878066969,29879.956939697266,1300,2,0.7375,43408.8044128418,3250,1,0.7375,34983.5188293457,1300,2,0.7375,31105.883895874023,1300,2,0.7375,33976.84631347656,1300,2,0.7375,45109.16650390625,3250,1,0.7375,38796.04643249512,3250,1,0.7375,37116.179138183594,3250,1,0.7375,250073.8208618164,1860,2159,2146,2066,400,4349,3189,400,4047,3903,3997,3244,2095,1996,1518,2969,2.4390242099761963,11.904762268066406,7.142857551574707,2.4390242099761963,2.4390242099761963,6.976744651794434,4.761904716491699,2.4390242099761963,2.4390242099761963,2.4390242099761963,4.761904716491699,4.761904716491699,6.976744651794434,2.4390242099761963,4.761904716491699,2.3809523582458496,32899801088,8589930496,8794296320,1825267712
199,1760878067170,29880.034576416016,1910.0000000000002,2,0.26875000000000004,43408.849380493164,4775,0,0.26875000000000004,34983.581314086914,1910.0000000000002,2,0.26875000000000004,31105.9688873291,4775,0,0.26875000000000004,33976.920959472656,1910.0000000000002,2,0.26875000000000004,45110.64500427246,4775,0,0.26875000000000004,38796.21762084961,4775,0,0.26875000000000004,37116.25282287598,1910.0000000000002,2,0.26875000000000004,250078.7290802002,1860,2159,2146,2066,400,4349,3189,400,4047,3903,3997,3244,2095,1996,1518,2969,0,0,0,9.090909004211426,0,5.263157844543457,0,0,0,0,0,89.47368621826172,5,13.636363983154297,0,0,32899801088,8589930496,8827150336,1825267712
2,1760878067370,29880.066329956055,1300,2,0.75,43408.87892150879,3250,1,0.75,34983.59178161621,1300,2,0.75,31106.0029296875,3250,1,0.75,33976.926681518555,1300,2,0.75,45111.56381225586,1300,2,0.75,38796.251861572266,1300,1,0.75,37116.26106262207,1300,2,0.7375,250081.24696350098,1860,2159,2146,2066,400,4349,3189,400,4047,3903,3997,3244,2095,1996,1518,2969,0,0,0,0,0,4.761904716491699,0,0,0,0,5,50,0,0,0,4.761904716491699,32899801088,8589930496,8822059008,1825267712
