__run_id,__done,_compiler,_benchmark,execution_time,cpu_usage,memory_usage,energy_consumption
run_24_repetition_15,DONE,swig,json_bench,1.601,6.846,8661132.4,31.421
run_2_repetition_18,DONE,pure_python,dense_matrix,0.2,16.886,8581588.0,7.046
run_10_repetition_2,DONE,cython,bfs,0.201,5.329,8570153.333,3.55
run_5_repetition_1,DONE,pure_python,k_means,3.802,7.528,8608031.81,96.158
run_28_repetition_10,DONE,swig,sieve,0.201,3.806,8567836.0,1.606
run_19_repetition_12,DONE,cython,nbody,1.801,7.301,8572445.455,41.815
run_27_repetition_11,DONE,swig,regex,0.2,4.888,8558780.0,4.009
run_5_repetition_5,DONE,pure_python,k_means,4.002,7.771,8591410.545,98.797
run_8_repetition_11,DONE,pure_python,sieve,0.601,5.428,8563964.8,11.165
run_3_repetition_12,DONE,pure_python,fft,0.201,12.028,8581846.667,3.659
run_6_repetition_6,DONE,pure_python,quick_sort,1.601,7.63,8601881.6,40.464
run_21_repetition_4,DONE,swig,convex,0.401,5.042,8593634.0,7.293
run_28_repetition_18,DONE,swig,sieve,0.201,3.274,8595824.0,1.584
run_23_repetition_1,DONE,swig,fft,0.201,14.032,8589797.333,4.013
run_14_repetition_6,DONE,cython,json_bench,1.817,6.455,8615131.636,39.244
run_9_repetition_5,DONE,pure_python,nbody,3.636,7.329,8599590.4,90.735
run_28_repetition_13,DONE,swig,sieve,0.201,3.835,8560132.0,1.707
run_8_repetition_0,DONE,pure_python,sieve,0.6,5.722,8555395.2,10.744
run_23_repetition_3,DONE,swig,fft,0.201,12.953,8545448.0,5.558
run_23_repetition_13,DONE,swig,fft,0.201,11.38,8551352.0,4.393
run_2_repetition_13,DONE,pure_python,dense_matrix,0.201,13.518,8560104.0,3.897
run_18_repetition_5,DONE,cython,sieve,0.2,3.601,8551758.667,1.932
run_27_repetition_14,DONE,swig,regex,0.2,5.267,8568213.333,3.877
run_5_repetition_3,DONE,pure_python,k_means,3.803,7.181,8593021.143,96.201
run_24_repetition_6,DONE,swig,json_bench,1.402,6.574,8596951.556,31.676
run_17_repetition_5,DONE,cython,regex,0.401,7.544,8565475.0,7.425
run_26_repetition_17,DONE,swig,quick_sort,0.401,4.19,8586627.0,5.569
run_25_repetition_19,DONE,swig,k_means,0.201,5.353,8585140.0,3.605
run_29_repetition_2,DONE,swig,nbody,1.601,6.634,8599761.2,37.997
run_2_repetition_5,DONE,pure_python,dense_matrix,0.201,13.974,8557369.333,4.239
run_12_repetition_8,DONE,cython,dense_matrix,0.201,16.818,8580146.667,3.927
run_28_repetition_11,DONE,swig,sieve,0.201,3.891,8557754.667,2.101
run_12_repetition_14,DONE,cython,dense_matrix,0.2,13.658,8547588.0,4.35
run_14_repetition_8,DONE,cython,json_bench,1.801,7.439,8613404.0,38.565
run_7_repetition_1,DONE,pure_python,regex,0.401,4.837,8624871.0,7.467
run_7_repetition_16,DONE,pure_python,regex,0.401,8.204,8622481.0,7.349
run_26_repetition_1,DONE,swig,quick_sort,0.401,4.378,8626385.0,5.371
run_5_repetition_10,DONE,pure_python,k_means,3.803,7.668,8597778.286,96.191
run_15_repetition_4,DONE,cython,k_means,0.201,4.398,8563810.667,3.356
run_13_repetition_1,DONE,cython,fft,0.201,12.252,8584162.667,4.508
run_5_repetition_12,DONE,pure_python,k_means,4.002,7.886,8588979.273,99.109
run_6_repetition_12,DONE,pure_python,quick_sort,1.601,6.323,8599842.4,38.08
run_22_repetition_18,DONE,swig,dense_matrix,0.404,14.549,8605927.0,12.273
run_3_repetition_19,DONE,pure_python,fft,0.2,12.818,8558010.667,4.398
run_10_repetition_0,DONE,cython,bfs,0.2,5.786,8577022.667,3.946
run_10_repetition_16,DONE,cython,bfs,0.201,4.891,8579805.333,4.656
run_16_repetition_5,DONE,cython,quick_sort,0.401,4.177,8583037.0,6.203
run_17_repetition_16,DONE,cython,regex,0.401,4.398,8590874.0,7.376
run_23_repetition_16,DONE,swig,fft,0.201,12.401,8579928.0,3.625
run_23_repetition_18,DONE,swig,fft,0.201,12.746,8577966.667,3.856
run_28_repetition_16,DONE,swig,sieve,0.202,3.436,8578990.667,1.47
run_10_repetition_11,DONE,cython,bfs,0.2,5.276,8578477.333,3.311
run_4_repetition_13,DONE,pure_python,json_bench,1.801,6.599,8627411.273,37.791
run_14_repetition_18,DONE,cython,json_bench,1.802,6.866,8684530.909,39.536
run_0_repetition_1,DONE,pure_python,bfs,1.0,6.096,8722732.571,21.816
run_16_repetition_16,DONE,cython,quick_sort,0.401,4.392,8660977.0,5.874
run_0_repetition_6,DONE,pure_python,bfs,1.002,5.939,8656620.571,19.327
run_26_repetition_4,DONE,swig,quick_sort,0.401,4.344,8635884.0,5.746
run_15_repetition_14,DONE,cython,k_means,0.201,4.768,8594481.333,3.109
run_8_repetition_6,DONE,pure_python,sieve,0.401,5.106,8598983.0,9.461
run_17_repetition_3,DONE,cython,regex,0.401,5.156,8602979.0,7.434
run_22_repetition_8,DONE,swig,dense_matrix,0.401,13.455,8598617.0,11.659
run_8_repetition_10,DONE,pure_python,sieve,0.601,7.12,8596052.8,13.74
run_20_repetition_8,DONE,swig,bfs,0.2,4.761,8577877.333,3.623
run_21_repetition_10,DONE,swig,convex,0.401,4.868,8604122.0,7.446
run_26_repetition_3,DONE,swig,quick_sort,0.401,4.121,8628971.0,5.482
run_11_repetition_4,DONE,cython,convex,0.401,13.297,8627253.0,9.406
run_13_repetition_11,DONE,cython,fft,0.202,12.454,8600390.667,3.617
run_21_repetition_8,DONE,swig,convex,0.4,5.462,8596872.0,7.58
run_24_repetition_9,DONE,swig,json_bench,1.401,6.463,8654378.667,29.579
run_19_repetition_8,DONE,cython,nbody,1.601,7.35,8633177.2,39.959
run_11_repetition_12,DONE,cython,convex,0.4,13.567,8619286.0,10.248
run_26_repetition_11,DONE,swig,quick_sort,0.2,8.53,8630006.667,3.626
run_9_repetition_6,DONE,pure_python,nbody,3.602,7.539,8629579.4,92.58
run_23_repetition_9,DONE,swig,fft,0.201,12.713,8594274.667,4.607
run_29_repetition_4,DONE,swig,nbody,1.801,6.674,8608198.545,43.724
run_21_repetition_5,DONE,swig,convex,0.401,5.384,8600554.0,7.609
run_25_repetition_16,DONE,swig,k_means,0.201,4.769,8595333.333,3.887
run_2_repetition_11,DONE,pure_python,dense_matrix,0.2,17.214,8598674.667,4.198
run_24_repetition_18,DONE,swig,json_bench,1.401,6.481,8633240.444,30.342
run_3_repetition_17,DONE,pure_python,fft,0.201,12.281,8573198.667,4.383
run_1_repetition_1,DONE,pure_python,convex,4.402,7.615,8602931.167,114.12
run_16_repetition_17,DONE,cython,quick_sort,0.401,5.193,8584459.0,5.846
run_7_repetition_13,DONE,pure_python,regex,0.401,4.863,8600622.0,7.385
run_9_repetition_16,DONE,pure_python,nbody,3.602,7.084,8607698.6,90.301
run_22_repetition_3,DONE,swig,dense_matrix,0.401,13.56,8597751.0,12.155
run_9_repetition_0,DONE,pure_python,nbody,3.803,7.42,8594348.0,94.403
run_9_repetition_9,DONE,pure_python,nbody,3.602,7.344,8593843.0,93.61
run_9_repetition_7,DONE,pure_python,nbody,3.602,7.392,8590951.6,93.934
run_10_repetition_12,DONE,cython,bfs,0.201,5.123,8582020.0,3.359
run_1_repetition_0,DONE,pure_python,convex,4.402,7.52,8602638.833,115.024
run_11_repetition_1,DONE,cython,convex,0.401,14.078,8597569.0,9.606
run_19_repetition_1,DONE,cython,nbody,1.601,6.541,8609758.0,38.001
run_7_repetition_9,DONE,pure_python,regex,0.401,5.208,8619825.0,7.528
run_25_repetition_1,DONE,swig,k_means,0.201,4.836,8599444.0,3.936
run_24_repetition_5,DONE,swig,json_bench,1.402,9.013,8649892.0,32.488
run_4_repetition_14,DONE,pure_python,json_bench,1.835,6.292,8627683.636,37.562
run_24_repetition_19,DONE,swig,json_bench,1.401,8.084,8685268.0,30.404
run_15_repetition_3,DONE,cython,k_means,0.2,4.673,8625440.0,3.205
run_23_repetition_14,DONE,swig,fft,0.201,11.66,8624502.667,3.497
run_14_repetition_17,DONE,cython,json_bench,1.802,6.53,8646460.364,40.361
run_15_repetition_13,DONE,cython,k_means,0.201,4.206,8606448.0,3.088
run_26_repetition_12,DONE,swig,quick_sort,0.401,4.384,8634923.0,5.322
run_28_repetition_1,DONE,swig,sieve,0.2,3.65,8647202.667,2.397
run_17_repetition_18,DONE,cython,regex,0.401,5.283,8647916.0,7.199
run_18_repetition_1,DONE,cython,sieve,0.2,3.281,8618022.667,1.971
run_9_repetition_18,DONE,pure_python,nbody,3.802,7.553,8614918.667,95.921
run_2_repetition_0,DONE,pure_python,dense_matrix,0.201,13.164,8576242.667,4.744
run_22_repetition_12,DONE,swig,dense_matrix,0.401,15.945,8600633.0,13.49
run_23_repetition_8,DONE,swig,fft,0.2,12.711,8600442.667,4.143
run_14_repetition_16,DONE,cython,json_bench,1.801,7.978,8656035.636,41.914
run_14_repetition_9,DONE,cython,json_bench,1.802,6.398,8698613.818,38.657
run_16_repetition_8,DONE,cython,quick_sort,0.401,7.082,8630369.0,8.577
run_13_repetition_4,DONE,cython,fft,0.2,12.95,8614925.333,4.261
run_27_repetition_9,DONE,swig,regex,0.2,5.103,8618873.333,4.279
run_27_repetition_7,DONE,swig,regex,0.201,9.501,8605361.333,6.676
run_17_repetition_8,DONE,cython,regex,0.401,4.936,8615469.0,7.607
run_1_repetition_7,DONE,pure_python,convex,4.201,7.481,8624110.957,110.439
run_13_repetition_2,DONE,cython,fft,0.201,12.148,8588109.333,4.435
run_2_repetition_12,DONE,pure_python,dense_matrix,0.202,14.176,8581500.0,4.232
run_13_repetition_17,DONE,cython,fft,0.2,12.501,8592365.333,4.356
run_14_repetition_10,DONE,cython,json_bench,1.802,6.813,8639510.545,42.166
run_9_repetition_8,DONE,pure_python,nbody,3.602,7.228,8626495.0,94.185
run_9_repetition_12,DONE,pure_python,nbody,3.807,7.297,8630662.667,95.743
run_6_repetition_2,DONE,pure_python,quick_sort,1.601,6.463,8616346.8,37.522
run_22_repetition_16,DONE,swig,dense_matrix,0.401,14.431,8637103.0,12.396
run_1_repetition_14,DONE,pure_python,convex,4.402,7.461,8626975.667,114.479
run_20_repetition_3,DONE,swig,bfs,0.201,5.267,8578965.333,3.507
run_9_repetition_17,DONE,pure_python,nbody,3.802,7.02,8609824.952,93.316
run_28_repetition_5,DONE,swig,sieve,0.201,3.355,8594918.667,2.352
run_19_repetition_15,DONE,cython,nbody,1.601,6.592,8617097.2,36.664
run_23_repetition_0,DONE,swig,fft,0.2,12.886,8606253.333,3.696
run_9_repetition_15,DONE,pure_python,nbody,3.802,7.472,8621043.81,95.594
run_16_repetition_15,DONE,cython,quick_sort,0.401,4.633,8609027.0,5.74
run_23_repetition_15,DONE,swig,fft,0.201,12.767,8604421.333,3.734
run_1_repetition_8,DONE,pure_python,convex,4.403,7.594,8634124.5,113.739
run_2_repetition_17,DONE,pure_python,dense_matrix,0.201,14.517,8601858.667,4.535
run_3_repetition_15,DONE,pure_python,fft,0.201,12.893,8607540.0,3.73
run_6_repetition_13,DONE,pure_python,quick_sort,1.601,7.894,8626423.6,36.844
run_24_repetition_13,DONE,swig,json_bench,1.401,6.39,8652999.556,29.387
run_13_repetition_13,DONE,cython,fft,0.201,12.195,8649314.667,4.38
run_20_repetition_5,DONE,swig,bfs,0.201,4.478,8672026.667,2.99
run_27_repetition_17,DONE,swig,regex,0.201,5.469,8650962.667,4.143
run_21_repetition_19,DONE,swig,convex,0.401,5.325,8641078.0,7.516
run_12_repetition_7,DONE,cython,dense_matrix,0.201,14.185,8644090.667,4.352
run_8_repetition_9,DONE,pure_python,sieve,0.6,5.858,8634664.0,10.854
run_0_repetition_15,DONE,pure_python,bfs,1.001,5.982,8638736.0,18.88
run_16_repetition_10,DONE,cython,quick_sort,0.401,4.848,8633165.0,6.351
run_1_repetition_2,DONE,pure_python,convex,4.402,7.233,8640727.833,112.218
run_8_repetition_2,DONE,pure_python,sieve,0.601,5.316,8600473.6,11.302
run_0_repetition_17,DONE,pure_python,bfs,1.001,5.803,8615532.0,18.667
run_19_repetition_13,DONE,cython,nbody,1.602,6.279,8613620.8,37.668
run_3_repetition_18,DONE,pure_python,fft,0.201,11.925,8615332.0,3.688
run_21_repetition_11,DONE,swig,convex,0.401,5.119,8619441.0,7.573
run_19_repetition_3,DONE,cython,nbody,1.802,6.247,8618605.455,40.834
run_21_repetition_1,DONE,swig,convex,0.4,5.301,8615730.0,7.542
run_14_repetition_19,DONE,cython,json_bench,1.801,6.591,8666195.636,40.685
run_25_repetition_12,DONE,swig,k_means,0.201,5.146,8645261.333,3.537
run_22_repetition_19,DONE,swig,dense_matrix,0.601,10.554,8625402.4,13.715
run_17_repetition_15,DONE,cython,regex,0.402,5.094,8648125.0,7.51
run_4_repetition_7,DONE,pure_python,json_bench,1.802,6.528,8684577.091,38.355
run_10_repetition_9,DONE,cython,bfs,0.201,4.557,8660884.0,4.637
run_13_repetition_19,DONE,cython,fft,0.201,12.538,8643572.0,3.716
run_11_repetition_14,DONE,cython,convex,0.401,13.163,8633920.0,9.623
run_1_repetition_19,DONE,pure_python,convex,4.202,7.279,8640693.739,110.434
run_24_repetition_17,DONE,swig,json_bench,1.402,6.552,8634037.778,31.952
