Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877466273,29740.78662109375,1300,2,0.8625,42269.00205993652,1300,2,0.8625,34771.51434326172,1300,2,0.8625,30965.705535888672,1300,2,0.8625,33818.80619812012,1300,2,0.8625,43940.05409240723,1300,2,0.8625,38592.99252319336,3250,1,0.8625,36936.21012878418,1300,2,0.8625,242225.4799194336,3244,1927,4774,1828,4792,1924,400,400,1601,400,400,1935,1963,1882,1937,1926,5.555555820465088,11.428571701049805,0,5.714285850524902,8.571429252624512,5.714285850524902,2.941176414489746,5.714285850524902,2.941176414489746,5.714285850524902,2.941176414489746,8.333333969116211,5.882352828979492,5.714285850524902,5.714285850524902,5.714285850524902,32899801088,8589930496,8723767296,1825325056
199,1760877466273,29740.78663635254,1300,2,0.74375,42269.00205993652,1300,2,0.74375,34771.51435852051,1300,2,0.74375,30965.705688476563,1300,2,0.74375,33818.806213378906,1300,2,0.74375,43940.05409240723,1300,2,0.7375,38592.994400024414,3250,1,0.7375,36936.21122741699,3250,1,0.7375,242225.48866271973,3244,1927,4774,1828,4792,1924,400,400,1601,400,400,1935,1963,1882,1937,1926,5.555555820465088,11.428571701049805,0,5.714285850524902,8.571429252624512,5.714285850524902,2.941176414489746,5.714285850524902,2.941176414489746,5.714285850524902,2.941176414489746,8.333333969116211,5.882352828979492,5.714285850524902,5.714285850524902,5.714285850524902,32899801088,8589930496,8723767296,1825325056
1,1760877466478,29740.827606201172,1333.3333333333335,2,0.8625,42269.1042175293,2400,1,0.8625,34771.57710266113,2400,1,0.8625,30965.722946166992,1300,2,0.86875,33818.81216430664,1300,2,0.86875,43940.13293457031,2166.666666666667,2,0.86875,38593.08526611328,3250,1,0.86875,36936.257064819336,1300,2,0.86875,242227.3721923828,3244,1927,4774,1828,4792,1924,400,400,1601,400,400,1935,1963,1882,1937,1926,0,14.285715103149414,0,0,0,0,0,0,4.761904716491699,0,0,0,9.523809432983398,4.761904716491699,0,0,32899801088,8589930496,8721072128,1825325056
