Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877004658,29638.980850219727,1300,2,0.85625,41439.088790893555,3250,1,0.85625,34614.51493835449,1300,2,0.85625,30860.599334716797,1300,2,0.85625,33704.442642211914,1300,2,0.85625,42896.22381591797,1300,2,0.85625,38444.86274719238,1300,2,0.85625,36804.554611206055,1300,2,0.85625,236044.68188476563,4173,1960,2152,1936,400,1972,400,400,2151,400,1569,1964,1937,2612,400,1430,8.571429252624512,5.882352828979492,0,0,2.941176414489746,9.090909004211426,3.0303030014038086,0,5.714285850524902,2.941176414489746,2.941176414489746,3.0303030014038086,2.941176414489746,5.882352828979492,0,5.882352828979492,32899801088,8589930496,8737517568,1825325056
199,1760877004658,29638.9814453125,3250,1,0.7375,41439.09016418457,3250,1,0.7375,34614.51495361328,3250,1,0.7375,30860.599334716797,1300,2,0.7375,33704.44667053223,3250,1,0.7375,42896.224349975586,1300,2,0.7375,38444.86274719238,1300,2,0.7375,36804.55464172363,1300,2,0.7375,236044.69104003906,4173,1960,2152,1936,400,1972,400,400,2151,400,1569,1964,1937,2612,400,1430,8.571429252624512,5.882352828979492,0,0,2.941176414489746,9.090909004211426,3.0303030014038086,0,5.714285850524902,2.941176414489746,2.941176414489746,3.0303030014038086,2.941176414489746,5.882352828979492,0,5.882352828979492,32899801088,8589930496,8737517568,1825325056
200,1760877004858,29639.008346557617,1950,2,0.2124999999999999,41439.17286682129,4875,0,0.2124999999999999,34614.578063964844,1950,2,0.2124999999999999,30860.624969482422,1950,2,0.2124999999999999,33704.601989746094,4875,0,0.2124999999999999,42897.732498168945,4875,0,0.2124999999999999,38444.86848449707,1950,2,0.2124999999999999,36804.575256347656,1950,2,0.2124999999999999,236048.55543518066,4173,1960,2152,1936,400,1972,400,400,2151,400,1569,1964,1937,2612,400,1430,0,5,0,0,0,0,0,0,5,4.761904716491699,10,85,0,0,0,0,32899801088,8589930496,8746205184,1825325056
1,1760877005059,29639.033660888672,1300,2,0.91875,41439.836013793945,3250,1,0.91875,34614.65428161621,1300,2,0.91875,30860.70802307129,1300,2,0.91875,33704.6491394043,3250,1,0.7375,42898.086349487305,1300,2,0.7375,38444.894454956055,1300,2,0.7375,36804.59895324707,1300,2,0.7375,236051.98532104492,4173,1960,2152,1936,400,1972,400,400,2151,400,1569,1964,1937,2612,400,1430,0,42.85714340209961,0,0,0,13.636363983154297,0,0,0,0,0,15.000000953674316,0,0,0,4.761904716491699,32899801088,8589930496,8736264192,1825325056
