Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760878292137,29935.29084777832,1300,2,0.73125,43763.04217529297,1300,2,0.73125,35067.552337646484,1300,2,0.73125,31165.22134399414,1300,2,0.73125,34045.17085266113,1300,2,0.73125,45773.06285095215,3250,1,0.73125,38880.09240722656,1300,2,0.73125,37188.25799560547,1300,2,0.73125,253419.7762451172,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,6.060606002807617,6.25,6.060606002807617,0,3.125,3.125,3.0303030014038086,3.0303030014038086,3.125,3.22580623626709,3.125,11.764705657958984,6.060606002807617,3.125,3.125,3.125,32899801088,8589930496,8818343936,1825038336
199,1760878292137,29935.291442871094,1300,2,0.73125,43763.04275512695,3250,1,0.73125,35067.55236816406,1300,2,0.73125,31165.221603393555,1300,2,0.73125,34045.17109680176,3250,1,0.73125,45773.06642150879,3250,1,0.73125,38880.0930480957,3250,1,0.73125,37188.25910949707,3250,1,0.73125,253419.78564453125,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,6.060606002807617,6.25,6.060606002807617,0,3.125,3.125,3.0303030014038086,3.0303030014038086,3.125,3.22580623626709,3.125,11.764705657958984,6.060606002807617,3.125,3.125,3.125,32899801088,8589930496,8818343936,1825038336
199,1760878292337,29935.317352294922,1910.0000000000002,2,0.26875000000000004,43764.35243225098,1910.0000000000002,2,0.26875000000000004,35067.624572753906,1910.0000000000002,2,0.26875000000000004,31165.257232666016,1910.0000000000002,2,0.26875000000000004,34045.190856933594,4775,0,0.26875000000000004,45773.63816833496,4775,0,0.26875000000000004,38880.1290435791,4775,0,0.26875000000000004,37188.27462768555,4775,0,0.26875000000000004,253423.59648132324,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,4.545454502105713,65,4.761904716491699,0,0,4.761904716491699,0,0,0,0,0,30.000001907348633,0,0,0,0,32899801088,8589930496,8826343424,1825038336
199,1760878292537,29935.356964111328,1970,2,0.1812499999999999,43764.470794677734,4925,0,0.1812499999999999,35067.652435302734,1970,2,0.1812499999999999,31165.308532714844,1970,2,0.1812499999999999,34045.22373962402,1970,2,0.1812499999999999,45775.134506225586,4925,0,0.1812499999999999,38880.210357666016,4925,0,0.1812499999999999,37188.30325317383,4925,0,0.1812499999999999,253427.83735656738,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,0,10,0,0,0,0,5,0,0,0,0,100,0,4.761904716491699,0,0,32899801088,8589930496,8858697728,1825038336
199,1760878292738,29935.371688842773,2039.9999999999998,2,0.03749999999999987,43764.537689208984,5050,0,0.050000000000000044,35067.68249511719,2020,2,0.050000000000000044,31165.324417114258,2020,2,0.050000000000000044,34045.25601196289,5050,0,0.050000000000000044,45776.998962402344,5050,0,0.050000000000000044,38880.22723388672,2020,2,0.050000000000000044,37188.3152923584,5050,0,0.050000000000000044,253431.70858764648,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8883671040,1825038336
199,1760878292938,29935.461471557617,4825,0,0.23750000000000004,43764.94143676758,4825,0,0.23750000000000004,35067.869552612305,4825,0,0.23750000000000004,31165.337768554688,1930,2,0.23750000000000004,34045.33436584473,1930,2,0.23750000000000004,45777.9225769043,1930,2,0.23750000000000004,38880.40809631348,1930,2,0.23750000000000004,37188.41932678223,4825,0,0.23750000000000004,253436.68026733398,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8895885312,1825038336
1,1760878293138,29935.479049682617,3250,1,1.00625,43765.51754760742,1300,2,1.00625,35067.89286804199,1300,2,1.00625,31165.346725463867,1300,2,1.00625,34045.358978271484,3250,1,1.00625,45777.953674316406,1300,2,1.00625,38880.420501708984,1300,2,1.00625,37188.44337463379,3250,1,1.00625,253438.65588378906,2354,3599,2173,2151,1954,2169,2070,1501,400,1368,1296,2640,400,1955,1331,400,2.4390242099761963,47.5,0,2.5,2.5,0,2.4390242099761963,0,7.317072868347168,0,0,34.14634323120117,5.128205299377441,2.5,0,0,32899801088,8589930496,8821174272,1825038336
